voltage,current,power,temperature,ratedPower,fault_status
213.41505411112553,5.244204163055445,874.2160477530747,44.02638519600491,1000,1
231.76990966335504,1.570887662833354,378.72865203942354,32.17456052986295,1000,0
219.83823117850807,2.678444213488949,559.8050712505465,27.47573105798965,1000,0
225.60064797644955,3.1996593679640504,716.3564064851869,37.74270841519919,1000,0
232.14363996647035,3.795692791399834,850.6264078401616,31.562734971055836,1000,0
222.13595552118846,7.4145545089498315,1408.3336425527725,47.7329272493106,1000,1
239.97833744891983,7.109918556005361,1633.0495739267453,31.26721352511845,1000,0
233.31173159876644,6.128467768501601,1306.3405372119394,27.057175903911507,1000,0
219.24789463489603,10.823061294319249,2030.2757567793024,46.17776105644045,1000,1
229.31275742686154,4.9528745472029385,1111.2150187877758,37.25965781433619,1000,0
224.1091015633286,4.432850402519974,965.9850784680142,35.020739895215776,1000,0
225.137349096706,5.7048534068584456,1075.3565237067937,38.14403001916705,1000,1
236.89555701584283,1.6858360173275315,354.6193903479701,29.098113162567593,1000,0
227.2673941964571,4.019494023276857,821.7846924227425,35.38404775368306,1000,0
235.95180709876033,3.717206789890675,846.3213463229253,34.26080086833839,1000,0
228.07888933293137,5.819898209600007,1169.5217316319934,47.80010757669848,1000,1
233.4776887878289,4.849102110743144,1069.6699568835836,31.713602992567733,1000,0
262.5706878212566,7.771493127165307,1362.9304249663294,66.6194521714509,1000,2
207.45295451763383,6.274272982463908,1150.309290688851,42.39892487052623,1000,1
251.28611645460603,7.371268631083202,1569.6387851650788,39.361522247960984,1000,1
267.90875829472736,8.600118285376219,1473.9559481453832,73.10965223477345,1000,2
235.83608866652187,5.588447176240112,1238.3599039928647,35.20472705595273,1000,0
227.02793150711014,2.8549320835174603,579.2238373562884,33.45433709538476,1000,0
199.8159445461955,8.654597418161828,1290.0291462977748,75.3220350659749,1000,2
218.1651552124682,4.076192421448722,862.6884525747045,29.92023265031117,1000,0
184.65894024248917,8.723394047521754,1024.0305029622755,70.21419693185081,1000,2
231.80113018538714,4.541321294008278,980.0366506121146,28.57961810236318,1000,0
202.54586831097555,4.398531642210955,705.5088739801763,46.32715188032283,1000,1
218.8580747897434,6.38722666513508,1170.932402544891,46.53462366152803,1000,1
199.04800513496332,7.968216130721266,1051.1853271437635,75.29797097042544,1000,2
226.07005269746026,2.668767046442222,536.4377840230507,34.031965307650175,1000,0
222.84405833382124,2.076783713790248,434.755517072446,25.926337204685268,1000,0
229.72824362799898,3.0829719712592096,641.6286097550673,39.41864853543834,1000,0
227.34062103548865,3.713293678196347,815.376711586505,31.8744162517359,1000,0
212.2629155752981,4.739363072261948,859.8465083698474,43.9087981226311,1000,1
220.1832067836724,3.4246913915982065,696.907543450464,33.86426699311441,1000,0
238.31435549282028,5.2309120908821365,1118.3601477999223,36.62704792985725,1000,0
233.49111656806795,4.39348538542175,992.4516822547866,34.54068720672788,1000,0
233.21053879499306,2.7126214068646544,585.3804416866521,29.581299273472325,1000,0
240.32471646857152,4.766494877092416,991.4830195876677,42.589297751438,1000,1
234.95546438299021,3.063967486951819,661.7627675032857,31.827533819544993,1000,0
231.13729967302064,5.307142754282428,1133.1950482526493,32.73853543412922,1000,0
211.07259871029817,5.121760259997758,936.4058436075528,36.90039641810199,1000,1
228.1843417659146,4.85440200112072,1059.1379158780671,38.00109843600395,1000,0
184.15293723349396,6.387164131660382,773.4236713929315,52.33568671730256,1000,2
239.3288725557238,4.4738329209117875,993.3554495722208,34.62621443453532,1000,0
237.67666858319257,3.136431640290107,692.5400574478754,32.625300575821775,1000,0
236.40176010418568,5.541457194832254,1227.3880252403126,32.44507407666996,1000,0
233.831942382862,3.586105057725143,805.8345605473512,25.910662726873024,1000,0
236.0326786172715,4.269052693015707,939.2509406187619,30.34620518611282,1000,0
232.85641526582148,2.378547375447779,511.1618384635281,34.352947178060234,1000,0
219.60934603973098,7.953329188030041,1479.0602050037635,36.010789932255506,1000,1
225.5942934556112,2.994287019577479,620.4294329321857,34.63627211520994,1000,0
215.39125439420314,9.887200306843692,1776.6024675902415,42.85595695647995,1000,1
235.86483849582132,3.4762407089733167,818.1204853639789,33.252966774774464,1000,0
223.30585637206426,7.87203384091854,1466.485023458108,47.92155377986056,1000,1
230.5303628819342,4.707791614155018,1017.8345549877304,32.681938722787656,1000,0
184.3208727467765,5.753031951351417,686.3706771021284,65.01395090461976,1000,2
222.9030782210198,4.2239949689010485,909.1996738135952,34.47544132057854,1000,0
223.1526811267197,5.764825883791736,1206.6291361389144,31.105333712786223,1000,0
228.82041735343938,3.593114755495625,770.3739836368582,33.17988582283529,1000,0
239.13731346614853,5.13573529371488,1046.2343213864967,44.970124968461505,1000,1
249.43812631273863,3.5380876902064684,736.3249226093754,42.12895514789108,1000,1
235.29212243424794,2.2412605135768855,477.31822575588353,23.8430712889596,1000,0
236.26270365514614,3.2209805784800145,728.3961288308568,33.66986035928518,1000,0
251.9394215307757,4.676839060285921,959.3336469244778,43.797106363906764,1000,1
229.33186135136614,3.223305947027856,721.0787951810147,32.30607224897484,1000,0
264.12765119440184,5.424648258000927,894.9679103848628,76.64596241466431,1000,2
220.74783790944517,5.541270805010553,1013.1796259463895,37.97135927790978,1000,1
239.3143456070009,4.124663393407557,959.7258402282702,30.59335926466314,1000,0
231.23058864725203,4.396267916565503,970.181317212752,34.063624921256114,1000,0
233.56356014430665,2.116849791941416,462.2516439529849,33.74925274815584,1000,0
222.078362110758,5.424283414273857,1147.5588439255384,30.415664135682924,1000,0
227.313187053433,4.468523602818836,989.2867552794561,29.122713252767305,1000,0
235.63196724861032,3.9013916009953227,913.3663982372138,32.17625853965175,1000,0
212.22862524295053,9.337250598369195,1754.9419799867842,45.7163856165759,1000,1
